Startup_Name,Industry,City,Investors,Round_Type,Amount_USD,Year,Amount_in_Crores
Infoworks,Data Analytics,Bengaluru,"Nexus venture partners, Knoll ventures and others",Private Equity,41250000.0,2015,4.125
Inkmonk,E-Commerce,Chennai,"Girish mathrubootham, Phanindra sama, Vikram chachra, Others from letsventure",Seed Funding,2060000.0,2015,0.206
Inmobi,Marketing,Bengaluru,Tennenbaum capital partners & others,Private Equity,825000000.0,2015,82.5
InnerChef,Food,Gurugram,"Phanindra sama, Anupam mittal, Vijay shekhar sharma, Vishal gondal, Sateesh andara & others",Private Equity,14440000.0,2015,1.444
Innoviti,FinTech,Bengaluru,"Catamaran ventures, New india investment corporation",Private Equity,40010000.0,2015,4.001
InstaBounce,Logistics,Mumbai,Group of angel investors,Seed Funding,140000.0,2015,0.014
InstaLively,Technology,New Delhi,Group of angel investors,Seed Funding,990000.0,2015,0.099
Intelligence Node,Data Analytics,Mumbai,"New enterprise associates, Orios venture partners",Private Equity,34650000.0,2015,3.465
IQlect,Data Analytics,Bengaluru,Exfinity venture partners,Private Equity,16500000.0,2015,1.65
iStar Skill Development,Education,Bengaluru,"Michael & susan dell foundation, Unitus seed fund",Private Equity,12380000.0,2015,1.238
iTraveller,Travel,Bengaluru,Ah! ventures,Private Equity,8250000.0,2015,0.825
Itzcash,FinTech,Mumbai,Ashok goel (promoter),Private Equity,136130000.0,2015,13.613
Jay Robotix,Technology,Hyderabad,Cross border angels & others,Seed Funding,2060000.0,2015,0.206
Jigsaw Academy,Education,Bengaluru,Manipal global education services,Private Equity,24750000.0,2015,2.475
Jobspire,Careers,Bengaluru,Purvi capital,Seed Funding,2150000.0,2015,0.215
JollyFoodFellow,Food,Ahmedabad,The 1947,Seed Funding,2480000.0,2015,0.248
Joy by nature,Food,New Delhi,"Mumbai angels, Vriddhi fund, Others",Private Equity,8250000.0,2015,0.825
Juggernaut,Media,New Delhi,"William bissell, Neeraj aggarwal, Nandan nilekani",Private Equity,18560000.0,2015,1.856
Jugnoo,Transportation,Chandigarh,Paytm,Private Equity,82500000.0,2015,8.25
Jugnoo,Transportation,Chandigarh,"Snow leopard, Paytm",Private Equity,41250000.0,2015,4.125
Jugnoo,Transportation,Chandigarh,"Rakesh mathur, Vikas taneja & others",Seed Funding,8250000.0,2015,0.825
Julia Computing,Technology,Bengaluru,Gordon and betty moore foundation,Seed Funding,4950000.0,2015,0.495
Ketto,Crowdfunding,Mumbai,"Chennai angels, Calcutta angels, Ah! ventures, Intellecap impact investment network, Indus age partners, Singapore angel network, India internet fund, Letsventure",Seed Funding,5780000.0,2015,0.578
Kleeto,Services,Gurugram,Grex,Seed Funding,1900000.0,2015,0.19
Klip.in,E-Commerce,Bengaluru,"Calcutta angels, Venture nursery angels mumbai angels",Seed Funding,4130000.0,2015,0.413
KOOH Sports,Sports,Mumbai,"Tcs, Hdfc, Faering capital, Elevate sports",Private Equity,16500000.0,2015,1.65
Korra,Personal Care,New Delhi,Asha jadeja motwani & others,Seed Funding,2480000.0,2015,0.248
Kulzy,EdTech,New Delhi,"Seedfund, Bedrock ventures",Seed Funding,8250000.0,2015,0.825
La Renon,Healthcare,Ahmedabad,Sequoia capital,Private Equity,132000000.0,2015,13.2
LabsAdvisor,EdTech,New Delhi,Group of angel investors,Seed Funding,1290000.0,2015,0.129
LabStreet,Healthcare,Gurugram,Multiple investors,Seed Funding,1240000.0,2015,0.124
LafaLafa,E-Commerce,Mumbai,500 startups,Seed Funding,1030000.0,2015,0.103
LatestOne,E-Commerce,Hyderabad,Palred technologies ltd,Private Equity,24750000.0,2015,2.475
LazyLad,Services,Gurugram,"Jai choi, Kiyohiro sugashita, Hirokazu",Private Equity,4130000.0,2015,0.413
Leaf,Healthcare,Bengaluru,Group of angel investors,Seed Funding,140000.0,2015,0.014
Leaf Wearables,Households,New Delhi,"Ajeet khurana jinesh shah, Vikram chachra, Dr. aniruddha malpani",Seed Funding,2060000.0,2015,0.206
Leaping Caravan,Delivery,Gurugram,Group of angel investors,Seed Funding,1240000.0,2015,0.124
LendingKart,FinTech,Ahmedabad,"Saama capital, Mayfield, Ashvin chadha, Shailesh mehta",Private Equity,82500000.0,2015,8.25
Lenskart,E-Commerce,Gurugram,"Tpg growth, Tr capital, Idg ventures",Private Equity,17740000.0,2015,1.774
Lets Corp,Technology,Mumbai,Wu chay chin,Seed Funding,24750000.0,2015,2.475
LetsTransport,Logistics,Bengaluru,"Rebright partners, Ankush nijhawan, Gaurav bhatnagar, Manish dhingra",Seed Funding,10730000.0,2015,1.073
Liases Foras,Real Estate,New Delhi,Dmg information asia pacific,Private Equity,41250000.0,2015,4.125
Licious,E-Commerce,Bengaluru,"Kanwaljit singh, Tv mohandas pai",Seed Funding,8250000.0,2015,0.825
LiftO,Transportation,Mumbai,"Rajesh bhatia, Dheeraj mehta & others",Seed Funding,1070000.0,2015,0.107
LimeRoad,E-Commerce,Gurugram,"Tiger global, Matrix partners, Lightspeed venture partners",Private Equity,247500000.0,2015,24.75
Little Black Book New Delhi,Lifestyle,New Delhi,"Rajan anandan, Niraj singh, Sachin bhatia, Singapore angel network & aseem vadehra",Seed Funding,1240000.0,2015,0.124
LivSpace,Design,Bengaluru,"Helion ventures, Jungle ventures & bessemer venture partners",Private Equity,66000000.0,2015,6.6
LocalOye,Services,Mumbai,"Tiger global management, Lightspeed venture partners",Private Equity,41250000.0,2015,4.125
LogicRoots,EdTech,Jaipur,"Ah! ventures, Calcutta angels,  91springboard",Seed Funding,3300000.0,2015,0.33
LogiNext,Logistics,Mumbai,Paytm,Private Equity,82500000.0,2015,8.25
Lookup,B2B,Bengaluru,Biz stone,Private Equity,24750000.0,2015,2.475
Lookup,B2B,Bengaluru,"Khosla impact, Biz stone, Catamaran ventures, Global founders capital, European investment fund",Private Equity,20630000.0,2015,2.063
Lookup,B2B,Bengaluru,"Dena co., Japan & teruhide sato (in addition to mks switzerland & kris gopalkrishnan)",Seed Funding,3140000.0,2015,0.314
Loylty Rewards,Finance,Mumbai,indianideas,Private Equity,159640000.0,2015,15.964
Luxuryhues,Personal Care,Gurugram,Reliance capital,Private Equity,7430000.0,2015,0.743
Lybrate,Healthcare,New Delhi,"Tiger global management, Ratan tata, Nexus venture partners",Private Equity,84150000.0,2015,8.415
Mad Street Den,Technology,Chennai,"Exfinity fund, Growx ventures.",Private Equity,12380000.0,2015,1.238
MadRat Games,Entertainment,Bengaluru,"Kunal bahl, Rohit bansal",Seed Funding,1390000.0,2015,0.139
Mahindra First Choice,Automotive,Mumbai,Valiant capital,Private Equity,123750000.0,2015,12.375
Mamagoto,Food,New Delhi,goldman sachs,Private Equity,82500000.0,2015,8.25
ManageMySpa,Personal Care,Hyderabad,Accel partners,Private Equity,49500000.0,2015,4.95
Manthan,EdTech,Bengaluru,"Temasek, Norwest venture partners",Private Equity,495000000.0,2015,49.5
MapMyGenome,Healthcare,Hyderabad,Rajan anandan & other angel investors,Private Equity,9900000.0,2015,0.99
MealHopper,Food,Gurugram,"Alok bajpai, Rajnish kumar, Amit dey",Seed Funding,830000.0,2015,0.083
MebelKart,Households,Bengaluru,Askme,Private Equity,165000000.0,2015,16.5
Mech Mocha,Entertainment,Bengaluru,"Blume ventures, Flipkart",Seed Funding,8250000.0,2015,0.825
Medd,Healthcare,Mumbai,Group of angel investors,Seed Funding,1240000.0,2015,0.124
MedGenome,Healthcare,Bengaluru,Sequoia capital,Private Equity,165000000.0,2015,16.5
Medikoe,Healthcare,Bengaluru,Anil menon,Seed Funding,830000.0,2015,0.083
Medinfi,Consumer Internet,Bengaluru,"Ram kumar kakani, Pradeep k jaisingh, Sunil t v, Vijay ghadge, Hemant kaul, Gurmeet chahal & others",Seed Funding,2520000.0,2015,0.252
Medwell Ventures,Healthcare,Bengaluru,"Fidelity growth partners, Fidelity biosciences",Private Equity,82500000.0,2015,8.25
MeetUniv,EdTech,Noida,Peesh venture capital,Seed Funding,8250000.0,2015,0.825
MeraDoctor,Healthcare,Mumbai,Unilazer,Private Equity,9900000.0,2015,0.99
Meritnation,Education,New Delhi,Infoedge,Private Equity,33000000.0,2015,3.3
Meru Cabs,Transportation,Mumbai,Value fund advisors,Private Equity,412500000.0,2015,41.25
MindTickle,EdTech,Pune,New enterprise associates,Private Equity,103130000.0,2015,10.313
MobieFit,Healthcare,Goa,Medi assist,Private Equity,8250000.0,2015,0.825
Mobikon,Technology,Pune,Jungle ventures,Private Equity,18980000.0,2015,1.898
Mobikwik,FinTech,Gurugram,"Tree line asia, Cisco investments, American express, Sequoia capital",Private Equity,206250000.0,2015,20.625
Mobikwik,FinTech,Gurugram,"Sequoia capital, Tree line asia, Innoven capital",Private Equity,54450000.0,2015,5.445
MockBank,Education,Bengaluru,Blume ventures,Seed Funding,3300000.0,2015,0.33
MoEngage,SaaS,Bengaluru,"Helion venture partners, Exfinity ventures",Private Equity,35060000.0,2015,3.506
Momoe,FinTech,Bengaluru,"Idg ventures india, Jungle ventures, India quotient.",Seed Funding,9900000.0,2015,0.99
MoonFrog Labs,Entertainment,Bengaluru,"Tiger global, Sequoia capital.",Private Equity,123750000.0,2015,12.375
mSwipe,Technology,Mumbai,"Falcon edge capital, Meru capital, Ola, Matrix partners, Dsg consumer partners, Axis bank",Private Equity,206250000.0,2015,20.625
MyCFO,Finance,Mumbai,Sameer koticha,Private Equity,12380000.0,2015,1.238
MyDentist,Healthcare,Mumbai,"Lgt group, Asian healthcare fund, Seedfund",Private Equity,67650000.0,2015,6.765
MyDreamStore,E-Commerce,Bengaluru,Undisclosed investors,Seed Funding,2680000.0,2015,0.268
MyDreamStore,E-Commerce,Bengaluru,Undisclosed investors,Seed Funding,2390000.0,2015,0.239
MyIndianStay,Healthcare,Goa,Undisclosed investors,Seed Funding,1650000.0,2015,0.165
MyNoticePeriod,Services,Bengaluru,Idg ventures,Private Equity,24750000.0,2015,2.475
Myonsto,E-Commerce,Ahmedabad,Jayant bokadia,Seed Funding,2640000.0,2015,0.264
MyPoolin,FinTech,New Delhi,Qprize from qualcomm ventures,Seed Funding,2060000.0,2015,0.206
MySmartPrice,Finance,Hyderabad,"Accel partners, Helion venture partners",Private Equity,82500000.0,2015,8.25
MyTaxiIndia,Transportation,Gurugram,"Nihon kotsu,",Private Equity,4130000.0,2015,0.413
MyTaxiIndia,Transportation,Gurugram,Green house ventures,Seed Funding,830000.0,2015,0.083
Naaptol,E-Commerce,Mumbai,"Mitsui & co., New enterprise associates, Canaan partners, Silicon valley bank",Private Equity,429000000.0,2015,42.9
Naaptol,E-Commerce,Mumbai,Mitsui & co & existing investors,Private Equity,177380000.0,2015,17.738
Nayi Disha,EdTech,New Delhi,"Ajay relan,",Seed Funding,2480000.0,2015,0.248
NDTV ecommerce venture,E-Commerce,Mumbai,Cerracap,Private Equity,165000000.0,2015,16.5
Near.in,Services,Gurugram,"Anupam mittal, Manish vij, Prashant tandon, Gaurav agarwal, Akash agarwal, Himanshu aggarwal, Kevin parikh",Seed Funding,2350000.0,2015,0.235
NearBuy,Consumer Internet,Gurugram,Sequoia capital,Private Equity,132000000.0,2015,13.2
Neotrade Analytics,Data Analytics,Bengaluru,Rainmatter,Seed Funding,1940000.0,2015,0.194
Nestaway,Real Estate,Bengaluru,"Flipkart, Tiger global",Private Equity,105190000.0,2015,10.519
NestAway,Real Estate,Bengaluru,"Idg ventures, Naveen tewari",Seed Funding,10730000.0,2015,1.073
Netmeds,Healthcare,Chennai,"Orbimed, Pradip dadha group",Private Equity,412500000.0,2015,41.25
New Delhivery,Logistics,New Delhi,"Tiger global management, Multiples alternate asset management, Nexus venture partners, Times internet",Private Equity,701250000.0,2015,70.125
News in shorts,Services,Noida,tiger global,Private Equity,165000000.0,2015,16.5
NewsHunt,Media,Bengaluru,"Falcon edge capital, Matrix partners india, Sequoia capital india and omidyar network",Private Equity,330000000.0,2015,33.0
NewsInShorts,Media,Noida,"Tiger global, Rebright partners, Sachin and binny bansal",Private Equity,34240000.0,2015,3.424
Niffler,Finance,Mumbai,Saif partners,Seed Funding,8250000.0,2015,0.825
NightStay,Consumer Internet,New Delhi,"Bedrock ventures, Rajesh sawhney, Shailesh singh",Seed Funding,4130000.0,2015,0.413
Nimble Wireless,Technology,Chennai,Angelprime,Seed Funding,24750000.0,2015,2.475
NoBroker,Consumer Internet,Bengaluru,"Saif partners, Fulcrum ventures",Private Equity,24750000.0,2015,2.475
Noodle Play,Food,Mumbai,"Elliot stechman, Gautam sinha, Ambarish ray",Seed Funding,1390000.0,2015,0.139
Nudgespot,Technology,Bengaluru,"Kae capital, Anoop goyal, Mike shah, Va sastry",Seed Funding,5160000.0,2015,0.516
NumberMall,E-Commerce,Hyderabad,Sri capital,Private Equity,82500000.0,2015,8.25
Nurturey,Consumer Internet,New Delhi,Seedrs crowd funding platform,Crowd funding,1030000.0,2015,0.103
NxtGen,IT,Bengaluru,"Ifc, Axon partners, Intel capital",Private Equity,111380000.0,2015,11.138
Nykaa,Consumer Internet,Mumbai,"Harsh mariwala, Atul nishar, Dalip pathak, Michael carlos",Private Equity,78380000.0,2015,7.838
oibanit,Food,Vadodara,"Varun ahuja, Anubhav verma",Seed Funding,1240000.0,2015,0.124
Ola,Transportation,Bengaluru,"Baillie gifford, Falcon edge capital, Tiger global, Softbank group, Dst global, Didi kuaidi",Private Equity,4125000000.0,2015,412.5
Ola,Transportation,Bengaluru,"Dst global, Steadview capital, Tiger global, Accel partners & others",Private Equity,3300000000.0,2015,330.0
Ola,Transportation,Bengaluru,"Falcon edge capital, Ny based hedge fund, Tiger global, Softbank",Private Equity,1856250000.0,2015,185.625
Ola,Transportation,Bengaluru,Didi kuaidi,Private Equity,247500000.0,2015,24.75
Omnikart,E-Commerce,Mumbai,"Sumit gandhi, Manish gandhi",Seed Funding,830000.0,2015,0.083
OneAssist,Consumer Internet,Mumbai,"Sequoia capital, Lightspeed ventures",Private Equity,61880000.0,2015,6.188
OnlineRTI,Services,Bengaluru,"Letsventure, Mohandas pai",Seed Funding,1240000.0,2015,0.124
OnlineTyari,EdTech,Gurugram,"500 startups, Tv mohandas pai, Tandem capital, Vikram chachra, Aloke bajpai",Private Equity,6350000.0,2015,0.635
Opinio,Technology,Bengaluru,"New Delhivery, Sands capital and accel partners",Private Equity,57750000.0,2015,5.775
Opinio,Technology,Bengaluru,"Accel partners, Traxcn labs & others",Seed Funding,10730000.0,2015,1.073
ORIGA Leasing,Finance,Mumbai,"Ah! ventures, 500 startups & other hnis",Seed Funding,9080000.0,2015,0.908
Orobind,Healthcare,Bengaluru,"Zishaan hayath, Lalit mangal, Harpreet singh grover",Seed Funding,1650000.0,2015,0.165
OUWT,Technology,Mumbai,Undisclosed investors,Seed Funding,1240000.0,2015,0.124
OYO,Hospitality,Gurugram,"Softbank group, Greenoaks capital, Sequoia capital,  lightspeed india",Private Equity,825000000.0,2015,82.5
OYO,Hospitality,Gurugram,"Greenoaks capital, Sequoia capital, Lightspeed ventures",Private Equity,206250000.0,2015,20.625
Paper Boat,Food,Gurugram,"Sofina, Hillhouse capital",Private Equity,247500000.0,2015,24.75
Parcelled,Logistics,Bengaluru,New Delhivery,Private Equity,41250000.0,2015,4.125
Pastiwala,Food,Vadodara,Agnus capital,Private Equity,33000000.0,2015,3.3
Patel Logistics,Logistics,Mumbai,Frontline strategy,Private Equity,46200000.0,2015,4.62
PayMango,FinTech,Gurugram,Group of angel investors,Seed Funding,1930000.0,2015,0.193
Paynear,FinTech,Hyderabad,Mitesh majithia,Private Equity,20630000.0,2015,2.063
Paytm,E-Commerce,Bengaluru,"Alibaba group, Ant financial",Private Equity,5610000000.0,2015,561.0
Pepperfry,E-Commerce,Mumbai,"Goldman sachs, Zodius technology fund, Bertelsmann india investments norwest venture partners.",Private Equity,825000000.0,2015,82.5
Peppertap,E-Commerce,Gurugram,"Sequoia india, Saif partners.",Private Equity,297000000.0,2015,29.7
PepperTap,E-Commerce,Gurugram,"Saif partners, Sequoia capital",Private Equity,82500000.0,2015,8.25
Peppertap,E-Commerce,Gurugram,Innoven capital,Private Equity,33000000.0,2015,3.3
Pickingo,Delivery,New Delhi,"Orios venture partners, Zishaan hayath",Private Equity,10730000.0,2015,1.073
PickMyLaundry,Services,New Delhi,Ghv accelerator,Seed Funding,830000.0,2015,0.083
Pipa Bella,E-Commerce,Mumbai,Lionrock capital,Private Equity,4950000.0,2015,0.495
PiQube,Technology,Chennai,The hr fund,Seed Funding,4130000.0,2015,0.413
Plabro,Real Estate,New Delhi,"Sachin bansal & binny bansal, Sol primero, Outbox ventures, Sangram singh",Seed Funding,2890000.0,2015,0.289
Plancess,EdTech,Mumbai,"Rajendra gogri,  chandrakant gogri",Seed Funding,16500000.0,2015,1.65
Play your sport,Sports,Bengaluru,Hyderabad angels (at startup heroes event),Seed Funding,130000.0,2015,0.013
Pluss,Delivery,Gurugram,"Idg ventures, M & s partners, Powerhouse ventures (usa).",Private Equity,8250000.0,2015,0.825
Pokkt,Technology,Mumbai,"Segnel venture, Shinji kimura, Sundar chanrai, Jafco asia, Singtel's innov8, Jungle ventures, K ganesh",Private Equity,41250000.0,2015,4.125
PolicyBazaar,FinTech,Gurugram,"Premjiinvest, Tiger global, Ribbit capital",Private Equity,330000000.0,2015,33.0
POPxo,Technology,New Delhi,"Idg ventures india, Kalaari capital, 500 startups",Private Equity,16500000.0,2015,1.65
Portea Medical,Healthcare,Bengaluru,"Accel partners, International finance corporation (ifc), Qualcomm ventures, Ventureast",Private Equity,309380000.0,2015,30.938
Postman,Software,Bengaluru,Nexus venture partners,Seed Funding,8250000.0,2015,0.825
practo,Healthcare,Bengaluru,"Sofina, Google capital, Altimeter capital, Sequoia capital global equities, Yuri milner, Sequoia capital, Matrix partners",Private Equity,742500000.0,2015,74.25
Practo,Healthcare,Bengaluru,"Sequoia capital, Matrix partners",Private Equity,247500000.0,2015,24.75
Pragmatix,Data Analytics,Mumbai,Sidbi venture capital ltd,Private Equity,19800000.0,2015,1.98
PressPlay,Travel,New Delhi,"Sequoia capital, Jason hirschhorn, Jarett posner, And amit bhatiani",Seed Funding,18150000.0,2015,1.815
Pricejugaad,E-Commerce,Hyderabad,"Amit tyagi, Sandeep acharya & others",Seed Funding,1360000.0,2015,0.136
Printvenue,Technology,Gurugram,Asia pacific internet group,Private Equity,37130000.0,2015,3.713
PropheSee,Technology,New Delhi,"Indian angel network, Stanford angels, Entrepreneurs india",Seed Funding,4130000.0,2015,0.413
Propstack,Real Estate,Mumbai,Dmg information,Private Equity,24750000.0,2015,2.475
Prothom,Media,Pune,Oliphabs capital,Private Equity,16500000.0,2015,1.65
Proviera,Food,Chennai,Infuse ventures,Private Equity,4540000.0,2015,0.454
Prozo,Logistics,New Delhi,"Nalin jain, Shomil pant, Dinesh kundu & others",Seed Funding,1690000.0,2015,0.169
Qik Stay,Hospitality,New Delhi,Id enablers pvt ltd,Seed Funding,2060000.0,2015,0.206
QikPod,E-Commerce,Bengaluru,"Flipkart, Accel partners, New Delhivery, Foxconn",Private Equity,74250000.0,2015,7.425
Quifers,Logistics,Mumbai,"Vikas agarwal, Vishal khare, Sanjeev kakkar, Smile group",Seed Funding,2560000.0,2015,0.256
Quikr,Marketing,Bengaluru,"Tiger global, Investment ab kinnevik, Steadview capital",Private Equity,1237500000.0,2015,123.75
Quikr,Marketing,Bengaluru,"Ab kinnevik, Falcon edge capital, Coatue management",Private Equity,495000000.0,2015,49.5
QuikWallet,FinTech,Mumbai,Snow leopard technology ventures,Private Equity,13200000.0,2015,1.32
Quintype Technologies,Data Analytics,Bengaluru,Raghav bahl,Private Equity,27230000.0,2015,2.723
Qyk,Logistics,Bengaluru,"Growx ventures, Tracxn labs, Powai lake ventures, And sahil barua",Private Equity,8250000.0,2015,0.825
RainCan,AgriTech,Pune,Ajeet khurana & others,Seed Funding,830000.0,2015,0.083
RateGain,Travel,Noida,Ta associates,Private Equity,412500000.0,2015,41.25
Razorpay,FinTech,Bengaluru,"Tiger global management, Matrix partners",Private Equity,74250000.0,2015,7.425
